



New Mexico (MST) SCAN Site Adams Ranch #1 - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Sep 18 03:06:07 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-80 (degC) ,BATT.I-1 (volt) ,SRAD.I-1 (watt) ,ETIL.I-1 (volt) ,ETIB.I-1 (volt) ,
2015,1996-01-04,12:00,    0.00,     9.0,     5.5,     3.1,     2.7,     3.5,     6.9,-99.9,   13.76,  111.51,    4.78,   13.40,
2015,1996-01-04,18:00,    0.00,     4.5,     3.9,     3.8,     4.4,     3.6,     6.8,-99.9,   12.97,  111.51,    4.78,   12.94,
2015,1996-01-05,00:00,    0.00,    -1.1,     1.6,     1.8,     3.4,     3.9,     6.8,-99.9,   12.85,-99.9,    4.78,   12.74,
2015,1996-01-05,06:00,    0.00,    -6.7,     0.3,     1.2,     2.8,     3.9,     6.8,-99.9,   12.66,-99.9,    4.78,   12.64,
2015,1996-01-05,12:00,    0.00,    10.3,     5.1,     3.0,     2.8,     3.8,     6.8,-99.9,   13.41,-99.9,    4.78,   13.39,
2015,1996-01-05,18:00,    0.00,     4.1,     4.4,     4.1,     4.6,     3.8,     6.8,-99.9,   12.97,-99.9,    4.78,   12.85,
2015,1996-01-06,00:00,    0.00,    -3.3,     1.9,     2.3,     3.8,     4.1,     6.7,-99.9,   12.82,-99.9,    4.78,   12.66,
2015,1996-01-06,06:00,    0.00,    -7.7,     0.5,     1.5,     3.1,     4.1,     6.7,-99.9,   12.65,-99.9,    4.78,   12.58,
2015,1996-01-06,12:00,    0.00,    -4.6,     0.3,     1.6,     2.8,     4.0,     6.8,-99.9,   13.46,-99.9,    4.78,   13.48,
2015,1996-01-06,18:00,    0.00,    -5.6,     0.5,     1.8,     3.1,     3.9,     6.7,-99.9,   12.96,-99.9,    4.78,   12.72,
2015,1996-01-07,00:00,    0.00,    -3.3,    -0.2,     1.0,     2.6,     3.8,     6.7,-99.9,   12.79,-99.9,    4.78,   12.53,
2015,1996-01-07,06:00,    0.00,    -3.8,    -0.4,     0.6,     2.3,     3.7,     6.8,-99.9,   12.60,-99.9,    4.78,   12.54,
2015,1996-01-07,12:00,    0.00,    10.6,     3.8,     1.1,     2.0,     3.5,     6.7,-99.9,   13.46,-99.9,    4.78,   13.39,
2015,1996-01-07,18:00,    0.00,    -0.2,     4.1,     3.6,     4.0,     3.5,     6.6,-99.9,   12.98,-99.9,    4.78,   12.88,
2015,1996-01-08,00:00,    0.00,     1.6,     1.2,     1.5,     3.1,     3.7,     6.6,-99.9,   12.82,-99.9,    4.78,   12.67,
2015,1996-01-08,06:00,    0.00,     0.2,     0.3,     0.8,     2.5,     3.6,     6.6,-99.9,   12.66,-99.9,    4.78,   12.57,
2015,1996-01-08,12:00,    0.00,    15.5,     7.7,     3.6,     2.8,     3.6,     6.6,-99.9,   13.59,-99.9,    4.78,   13.53,
2015,1996-01-08,18:00,    0.00,     6.5,     6.2,     5.1,     5.2,     3.8,     6.6,-99.9,   12.98,-99.9,    4.78,   12.90,
2015,1996-01-09,00:00,    0.00,     2.8,     2.2,     2.3,     4.0,     4.1,     6.5,-99.9,   12.82,  422.84,    4.78,   12.73,
2015,1996-01-09,06:00,    0.00,     4.6,     1.2,     1.2,     3.0,     4.1,     6.5,-99.9,   12.68,  422.84,    4.78,   12.63,
2015,1996-01-09,12:00,    0.00,    15.4,     8.5,     4.8,     3.6,     3.9,     6.5,-99.9,   13.76,  422.84,    4.78,   13.39,
2015,1996-01-09,18:00,    0.00,     4.7,     7.2,     6.3,     6.2,     4.1,     6.5,-99.9,   12.97,  422.84,    4.78,   12.93,
2015,1996-01-10,00:00,    0.00,     4.9,     3.5,     3.1,     4.7,     4.6,     6.5,-99.9,   12.82,-99.9,    4.78,   12.74,
2015,1996-01-10,06:00,    0.00,     5.5,     2.8,     2.2,     3.8,     4.5,     6.6,-99.9,   12.69,-99.9,    4.78,   12.66,
2015,1996-01-10,12:00,    0.00,    15.3,     8.4,     5.3,     4.4,     4.3,     6.6,-99.9,   13.81,-99.9,    4.78,   13.37,
2015,1996-01-10,18:00,    0.00,     5.4,     7.3,     6.6,     6.4,     4.6,     6.6,-99.9,   12.97,-99.9,    4.78,   12.95,
2015,1996-01-11,00:00,    0.00,    -1.6,     3.8,     4.0,     5.4,     4.9,     6.6,-99.9,   12.82,-99.9,    4.78,   12.74,
2015,1996-01-11,06:00,    0.00,    -4.1,     1.2,     1.9,     4.0,     4.9,     6.7,-99.9,   12.66,-99.9,    4.78,   12.64,
2015,1996-01-11,12:00,    0.00,    11.9,     7.3,     4.4,     3.9,     4.6,     6.7,-99.9,   13.52,-99.9,    4.78,   14.05,
2015,1996-01-11,18:00,    0.00,     5.9,     6.6,     6.0,     6.1,     4.7,     6.7,-99.9,   12.98,-99.9,    4.78,   12.91,
2015,1996-01-12,00:00,    0.00,     2.1,     3.6,     3.6,     5.1,     4.9,     6.7,-99.9,   12.82,  518.02,    4.78,   12.69,
2015,1996-01-12,06:00,    0.00,    -2.6,     1.8,     2.1,     4.0,     4.9,     6.7,-99.9,   12.68,  518.02,    4.78,   12.62,
2015,1996-01-12,12:00,    0.00,    15.8,     9.1,     5.3,     4.3,     4.7,     6.7,-99.9,   13.42,  518.02,    4.79,   13.36,
2015,1996-01-12,18:00,    0.00,     4.6,     7.7,     7.0,     6.8,     4.9,     6.8,-99.9,   12.98,  518.02,    4.79,   12.95,
2015,1996-01-13,00:00,    0.00,     4.8,     4.6,     4.2,     5.6,     5.2,     6.7,-99.9,   12.84,-99.9,    4.78,   12.72,
2015,1996-01-13,06:00,    0.00,     0.4,     3.2,     2.8,     4.6,     5.2,     6.7,-99.9,   12.69,-99.9,    4.78,   12.62,
2015,1996-01-13,12:00,    0.00,    16.2,     9.2,     6.1,     5.0,     5.0,     6.8,-99.9,   13.69,-99.9,    4.79,   13.39,
2015,1996-01-13,18:00,    0.00,     7.0,     8.5,     7.7,     7.3,     5.2,     6.8,-99.9,   12.97,-99.9,    4.78,   12.95,
2015,1996-01-14,00:00,    0.00,     7.2,     5.7,     5.3,     6.3,     5.6,     6.8,-99.9,   12.83,  776.34,    4.78,   12.73,
2015,1996-01-14,06:00,    0.00,     2.4,     4.4,     3.9,     5.4,     5.6,     6.8,-99.9,   12.70,  776.34,    4.78,   12.63,
2015,1996-01-14,12:00,    0.00,    15.8,     9.1,     6.5,     5.7,     5.4,     6.9,-99.9,   13.42,  776.34,    4.79,   13.44,
2015,1996-01-14,18:00,    0.00,     6.9,     8.5,     7.7,     7.5,     5.6,     6.9,-99.9,   12.97,  776.34,    4.78,   12.92,
2015,1996-01-15,00:00,    0.00,     2.4,     5.1,     4.9,     6.3,     5.9,     7.0,-99.9,   12.84,  980.28,    4.78,   12.72,
2015,1996-01-15,06:00,    0.00,    -2.2,     2.9,     3.1,     5.1,     5.9,     7.0,-99.9,   12.66,  980.28,    4.78,   12.61,
2015,1996-01-15,12:00,    0.00,    17.1,     9.8,     6.3,     5.4,     5.6,     7.1,-99.9,   13.51,  980.28,    4.79,   13.39,
2015,1996-01-15,18:00,    0.00,     9.2,     8.6,     7.9,     7.6,     5.7,     7.1,-99.9,   12.97,  980.28,    4.79,   12.84,
2015,1996-01-16,00:00,    0.00,     9.4,     6.8,     6.2,     7.0,     6.1,     7.1,-99.9,   12.83,-99.9,    4.79,   12.68,
2015,1996-01-16,06:00,    0.00,     7.5,     6.0,     5.3,     6.4,     6.2,     7.2,-99.9,   12.71,-99.9,    4.79,   12.64,
2015,1996-01-16,12:00,    0.00,    15.2,    10.9,     8.1,     6.9,     6.1,     7.2,-99.9,   13.59,-99.9,    4.79,   13.42,
2015,1996-01-16,18:00,    0.00,     7.4,     9.6,     9.1,     8.8,     6.3,     7.2,-99.9,   12.96,-99.9,    4.79,   12.89,
2015,1996-01-17,00:00,-99.9,-99.9,     7.5,     7.0,     7.8,     6.7,     7.2,-99.9,-99.9,-99.9,-99.9,-99.9,
2015,1996-01-17,06:00,    0.00,     7.5,     6.9,     6.6,     7.3,     6.7,     7.3,-99.9,   12.71,-99.9,    4.78,   12.64,
2015,1996-01-17,12:00,    0.00,     4.6,     6.2,     6.5,     7.1,     6.6,     7.3,-99.9,   13.43,-99.9,    4.78,   13.32,
2015,1996-01-17,18:00,    0.00,     0.2,     4.3,     5.4,     6.7,     6.6,     7.3,-99.9,   12.94,-99.9,    4.78,   12.87,
2015,1996-01-18,00:00,    0.00,    -3.0,     2.3,     3.6,     5.6,     6.5,     7.4,-99.9,   12.80,-99.9,    4.78,   12.62,
2015,1996-01-18,06:00,    0.00,    -7.0,     0.2,     1.8,     4.2,     6.1,     7.5,-99.9,   12.64,-99.9,    4.78,   12.55,
2015,1996-01-18,12:00,    0.00,     0.6,     3.6,     2.9,     3.7,     5.6,     7.5,-99.9,   13.44,-99.9,    4.78,   13.41,
2015,1996-01-18,18:00,    0.00,    -4.4,     2.7,     3.9,     5.0,     5.4,     7.5,-99.9,   12.95,-99.9,    4.78,   12.96,
2015,1996-01-19,00:00,    0.00,    -1.0,    -0.1,     1.4,     3.6,     5.3,     7.5,-99.9,   12.75,  953.09,    4.78,   12.58,
2015,1996-01-19,06:00,    0.00,     1.4,     0.1,     0.8,     2.8,     5.0,     7.4,-99.9,   12.61,  953.09,    4.78,   12.55,
2015,1996-01-19,12:00,    0.00,     9.1,     5.9,     3.3,     3.1,     4.6,     7.4,-99.9,   13.92,  953.09,    4.78,   13.39,
2015,1996-01-19,18:00,    0.00,     1.7,     5.4,     5.2,     5.3,     4.6,     7.3,-99.9,   12.99,  953.09,    4.78,   12.95,
2015,1996-01-20,00:00,    0.00,    -0.4,     2.9,     3.4,     4.6,     4.9,     7.2,-99.9,   12.84,-99.9,    4.78,   12.67,
2015,1996-01-20,06:00,    0.00,    -4.6,     1.2,     2.1,     3.8,     4.8,     7.2,-99.9,   12.66,-99.9,    4.78,   12.56,
2015,1996-01-20,12:00,    0.00,     5.2,     5.4,     4.2,     3.9,     4.7,     7.2,-99.9,   13.53,-99.9,    4.78,   13.41,
2015,1996-01-20,18:00,    0.00,    -2.8,     4.0,     4.9,     5.5,     4.8,     7.2,-99.9,   12.99,-99.9,    4.78,   12.97,
2015,1996-01-21,00:00,    0.00,    -2.5,     0.8,     1.8,     3.9,     4.9,     7.1,-99.9,   12.82,  368.46,    4.78,   12.64,
2015,1996-01-21,06:00,    0.00,    -3.9,    -0.5,     0.7,     2.8,     4.6,     7.1,-99.9,   12.66,  368.46,    4.78,   12.53,
2015,1996-01-21,12:00,    0.00,     9.8,     5.4,     2.3,     2.6,     4.3,     7.1,-99.9,   13.89,  368.46,    4.79,   13.39,
2015,1996-01-21,18:00,    0.00,     5.0,     5.1,     4.7,     4.8,     4.2,     7.0,-99.9,   12.98,  368.46,    4.78,   12.89,
2015,1996-01-22,00:00,    0.00,     5.2,     3.5,     3.4,     4.4,     4.5,     6.9,-99.9,   12.80,  857.92,    4.78,   12.64,
2015,1996-01-22,06:00,    0.00,     3.4,     2.6,     2.6,     3.9,     4.5,     6.9,-99.9,   12.68,  857.92,    4.78,   12.58,
2015,1996-01-22,12:00,    0.00,    10.4,     7.6,     5.1,     4.3,     4.4,     6.9,-99.9,   13.97,  857.92,    4.79,   13.41,
2015,1996-01-22,18:00,    0.00,     3.3,     6.4,     6.1,     6.2,     4.6,     6.8,-99.9,   12.97,  857.92,    4.78,   12.98,
2015,1996-01-23,00:00,    0.00,     0.9,     3.5,     3.7,     5.1,     4.9,     6.8,-99.9,   12.82,-99.9,    4.78,   12.71,
2015,1996-01-23,06:00,    0.00,    -2.6,     2.0,     2.5,     4.2,     4.9,     6.8,-99.9,   12.66,-99.9,    4.78,   12.60,
2015,1996-01-23,12:00,    0.00,     1.9,     5.3,     4.5,     4.3,     4.8,     6.8,-99.9,   13.46,-99.9,    4.78,   13.49,
2015,1996-01-23,18:00,    0.00,    -1.5,     3.5,     4.7,     5.4,     4.8,     6.8,-99.9,   12.98,-99.9,    4.78,   13.02,
2015,1996-01-24,00:00,    0.00,    -2.7,     1.0,     2.1,     4.0,     4.8,     6.8,-99.9,   12.82,-99.9,    4.78,   12.66,
2015,1996-01-24,06:00,    0.00,    -2.6,     0.0,     1.0,     2.9,     4.6,     6.8,-99.9,   12.64,-99.9,    4.78,   12.55,
2015,1996-01-24,12:00,    0.00,     8.1,     6.0,     3.8,     3.3,     4.3,     6.8,-99.9,   13.94,-99.9,    4.79,   14.06,
2015,1996-01-24,18:00,    0.00,     0.5,     5.1,     5.3,     5.4,     4.4,     6.8,-99.9,   12.99,-99.9,    4.78,   13.00,
2015,1996-01-25,00:00,    0.00,     1.4,     2.6,     2.9,     4.4,     4.7,     6.8,-99.9,   12.82,-99.9,    4.78,   12.68,
2015,1996-01-25,06:00,    0.00,     1.7,     1.4,     1.7,     3.4,     4.6,     6.8,-99.9,   12.66,-99.9,    4.78,   12.58,
2015,1996-01-25,12:00,    0.00,     7.9,     6.6,     4.3,     3.8,     4.3,     6.7,-99.9,   13.75,-99.9,    4.79,   13.44,
2015,1996-01-25,18:00,    0.00,     6.1,     5.5,     5.3,     5.4,     4.5,     6.7,-99.9,   12.98,-99.9,    4.79,   12.90,
2015,1996-01-26,00:00,    0.00,    -4.1,     3.5,     3.8,     4.9,     4.7,     6.7,-99.9,   12.84,-99.9,    4.78,   12.70,
2015,1996-01-26,06:00,    0.00,    -6.5,     0.4,     1.6,     3.6,     4.7,     6.7,-99.9,   12.64,-99.9,    4.78,   12.56,
2015,1996-01-26,12:00,    0.00,     3.2,     4.7,     3.5,     3.5,     4.4,     6.7,-99.9,   13.44,-99.9,    4.78,   13.43,
2015,1996-01-26,18:00,    0.00,    -5.1,     3.6,     4.5,     5.0,     4.4,     6.6,-99.9,   12.98,-99.9,    4.78,   12.96,
2015,1996-01-27,00:00,    0.00,    -6.5,     0.2,     1.4,     3.5,     4.5,     6.6,-99.9,   12.80,-99.9,    4.78,   12.62,
2015,1996-01-27,06:00,    0.00,    -9.6,    -1.2,     0.4,     2.5,     4.3,     6.6,-99.9,   12.61,-99.9,    4.78,   12.51,
2015,1996-01-27,12:00,    0.00,     9.4,     5.4,     2.1,     2.3,     3.9,     6.6,-99.9,   13.85,-99.9,    4.79,   13.39,
2015,1996-01-27,18:00,    0.00,     4.3,     5.2,     4.8,     4.7,     3.9,     6.6,-99.9,   12.99,-99.9,    4.78,   12.88,
2015,1996-01-28,00:00,    0.00,     5.6,     3.6,     3.5,     4.3,     4.3,     6.6,-99.9,   12.82,  708.36,    4.79,   12.63,
2015,1996-01-28,06:00,    0.00,     3.8,     3.2,     3.0,     4.0,     4.3,     6.6,-99.9,   12.67,  708.36,    4.78,   12.58,
2015,1996-01-28,12:00,    0.00,    12.6,     8.2,     5.6,     4.6,     4.3,     6.5,-99.9,   13.84,  708.36,    4.79,   13.61,
2015,1996-01-28,18:00,    0.00,     4.6,     7.4,     7.0,     6.6,     4.6,     6.5,-99.9,   12.98,  708.36,    4.78,   12.91,
2015,1996-01-29,00:00,    0.00,     5.1,     4.4,     4.4,     5.6,     4.9,     6.5,-99.9,   12.84,  315.45,    4.78,   12.71,
2015,1996-01-29,06:00,    0.00,     0.1,     1.9,     2.3,     4.3,     5.0,     6.5,-99.9,   12.68,  315.45,    4.78,   12.60,
2015,1996-01-29,12:00,    0.00,    14.0,     8.2,     5.2,     4.4,     4.7,     6.5,-99.9,   13.98,  315.45,    4.79,   13.38,
2015,1996-01-29,18:00,    0.00,     8.3,     7.8,     7.1,     6.7,     4.9,     6.5,-99.9,   12.98,  315.45,    4.79,   12.94,
2015,1996-01-30,00:00,    0.00,     6.9,     5.3,     5.0,     6.0,     5.2,     6.5,-99.9,   12.84,  463.63,    4.78,   12.72,
2015,1996-01-30,06:00,    0.00,     6.6,     4.8,     4.3,     5.3,     5.3,     6.6,-99.9,   12.71,  463.63,    4.79,   12.62,
2015,1996-01-30,12:00,    0.00,    15.6,     8.8,     6.5,     5.7,     5.2,     6.6,-99.9,   13.61,  463.63,    4.79,   13.42,
2015,1996-01-30,18:00,    0.00,     9.9,     9.3,     8.5,     7.8,     5.4,     6.6,-99.9,   12.97,  463.63,    4.79,   12.84,
2015,1996-01-31,00:00,    0.00,     1.4,     7.1,     6.7,     7.3,     6.0,     6.7,-99.9,   12.85,-99.9,    4.79,   12.72,
2015,1996-01-31,06:00,    0.00,    -4.4,     4.3,     5.0,     6.3,     6.0,     6.7,-99.9,   12.69,-99.9,    4.78,   12.60,
2015,1996-01-31,12:00,    0.00,    13.7,     9.1,     7.3,     6.5,     5.9,     6.8,-99.9,   13.48,-99.9,    4.79,   13.54,
2015,1996-01-31,18:00,    0.00,    10.8,     9.6,     9.1,     8.5,     6.1,     6.8,-99.9,   12.97,-99.9,    4.79,   12.89,
2015,1996-02-01,00:00,    0.00,     8.2,     7.3,     7.3,     8.0,     6.5,     6.8,-99.9,   12.84,  912.30,    4.78,   12.71,
2015,1996-02-01,06:00,    0.00,    -6.4,     5.2,     5.7,     7.1,     6.6,     6.9,-99.9,   12.69,  912.30,    4.78,   12.62,
2015,1996-02-01,12:00,    0.00,    -7.6,     3.2,     4.3,     5.9,     6.4,     7.0,-99.9,   13.56,  912.30,    4.78,   13.66,
2015,1996-02-01,18:00,    0.00,   -13.4,     2.2,     3.6,     5.2,     6.1,     7.0,-99.9,   12.97,  912.30,    4.78,   12.97,
2015,1996-02-02,00:00,    0.00,   -13.8,     1.5,     3.2,     4.7,     5.9,     7.1,-99.9,   12.82,-99.9,    4.78,   12.67,
2015,1996-02-02,06:00,    0.00,   -14.9,     0.9,     2.8,     4.3,     5.6,     7.1,-99.9,   12.60,-99.9,    4.78,   12.52,
2015,1996-02-02,12:00,    0.00,    -5.7,     0.7,     2.5,     4.0,     5.3,     7.2,-99.9,   13.66,-99.9,    4.78,   13.99,
2015,1996-02-02,18:00,    0.00,    -6.3,     0.8,     2.3,     3.8,     5.1,     7.2,-99.9,   13.00,-99.9,    4.78,   12.91,
2015,1996-02-03,00:00,    0.00,   -10.7,     1.0,     2.2,     3.6,     4.9,     7.1,-99.9,   12.80,-99.9,    4.78,   12.55,
2015,1996-02-03,06:00,    0.00,   -10.5,     1.1,     2.1,     3.5,     4.7,     7.1,-99.9,   12.60,-99.9,    4.78,   12.51,
2015,1996-02-03,12:00,    0.00,     1.8,     1.1,     2.0,     3.4,     4.6,     7.0,-99.9,   14.00,-99.9,    4.78,   13.41,
2015,1996-02-03,18:00,    0.00,    -6.7,     1.2,     1.9,     3.3,     4.5,     7.0,-99.9,   13.01,-99.9,    4.78,   12.96,
2015,1996-02-04,00:00,    0.00,    -7.9,     0.9,     1.8,     3.1,     4.3,     6.9,-99.9,   12.79,-99.9,    4.78,   12.56,
2015,1996-02-04,06:00,    0.00,    -9.7,     0.6,     1.8,     3.1,     4.2,     6.9,-99.9,   12.58,-99.9,    4.78,   12.50,
2015,1996-02-04,12:00,    0.00,     6.8,     0.4,     1.8,     3.0,     4.1,     6.8,-99.9,   13.46,-99.9,    4.79,   13.41,
2015,1996-02-04,18:00,    0.00,     3.5,     0.5,     1.6,     2.9,     4.1,     6.8,-99.9,   13.00,-99.9,    4.79,   12.92,
2015,1996-02-05,00:00,    0.00,     3.6,     0.5,     1.6,     2.8,     4.0,     6.8,-99.9,   12.82,-99.9,    4.78,   12.60,
2015,1996-02-05,06:00,    0.00,     3.8,     0.5,     1.5,     2.7,     3.9,     6.7,-99.9,   12.67,-99.9,    4.79,   12.57,
2015,1996-02-05,12:00,    0.00,    10.9,     1.7,     1.5,     2.6,     3.8,     6.6,-99.9,   13.98,-99.9,    4.79,   13.39,
2015,1996-02-05,18:00,    0.00,     3.4,     3.1,     1.9,     2.8,     3.7,     6.6,-99.9,   12.99,-99.9,    4.79,   12.94,
2015,1996-02-06,00:00,    0.00,     0.6,     1.0,     1.5,     2.6,     3.7,     6.5,-99.9,   12.84,  382.06,    4.78,   12.71,
2015,1996-02-06,06:00,    0.00,     4.7,     0.8,     1.3,     2.4,     3.6,     6.5,-99.9,   12.68,  382.06,    4.78,   12.60,
2015,1996-02-06,12:00,    0.00,    14.1,     7.2,     3.3,     2.9,     3.4,     6.4,-99.9,   13.51,  382.06,    4.79,   13.39,
2015,1996-02-06,18:00,    0.00,     8.1,     6.6,     6.1,     5.9,     3.8,     6.4,-99.9,   12.99,  382.06,    4.79,   13.02,
2015,1996-02-07,00:00,    0.00,     6.2,     3.9,     3.8,     4.8,     4.4,     6.4,-99.9,   12.85,  681.17,    4.79,   12.76,
2015,1996-02-07,06:00,    0.00,     4.0,     2.3,     2.4,     3.7,     4.3,     6.3,-99.9,   12.70,  681.17,    4.78,   12.66,
2015,1996-02-07,12:00,    0.00,    16.3,     7.9,     6.3,     4.8,     4.1,     6.3,-99.9,   13.55,  681.17,    4.79,   13.39,
2015,1996-02-07,18:00,    0.00,     9.1,     6.9,     7.0,     7.0,     4.6,     6.3,-99.9,   12.98,  681.17,    4.79,   13.00,
2015,1996-02-08,00:00,    0.00,     7.3,     4.7,     4.9,     5.8,     5.1,     6.3,-99.9,   12.84,-99.9,    4.79,   12.75,
2015,1996-02-08,06:00,    0.00,     4.1,     3.5,     3.7,     4.9,     5.1,     6.3,-99.9,   12.69,-99.9,    4.78,   12.66,
2015,1996-02-08,12:00,    0.00,    16.3,    10.0,     8.0,     6.1,     4.9,     6.3,-99.9,   13.45,-99.9,    4.79,   13.37,
2015,1996-02-08,18:00,    0.00,     6.8,     8.5,     8.6,     8.5,     5.5,     6.4,-99.9,   12.98,-99.9,    4.78,   12.97,
2015,1996-02-09,00:00,    0.00,     1.1,     5.3,     5.7,     7.0,     6.1,     6.5,-99.9,   12.86,  572.40,    4.78,   12.73,
2015,1996-02-09,06:00,    0.00,     2.9,     3.6,     4.1,     5.6,     6.0,     6.5,-99.9,   12.73,  572.40,    4.78,   12.64,
2015,1996-02-09,12:00,    0.00,    18.7,    10.5,     8.3,     6.6,     5.6,     6.6,-99.9,   13.46,  572.40,    4.79,   14.04,
2015,1996-02-09,18:00,    0.00,     8.3,     9.3,     9.1,     8.9,     6.1,     6.6,-99.9,   12.97,  572.40,    4.78,   12.92,
2015,1996-02-10,00:00,    0.00,     7.6,     6.4,     6.4,     7.6,     6.6,     6.7,-99.9,   12.82,  327.67,    4.78,   12.72,
2015,1996-02-10,06:00,    0.00,     4.0,     4.8,     4.9,     6.3,     6.5,     6.7,-99.9,   12.71,  327.67,    4.78,   12.63,
2015,1996-02-10,12:00,    0.00,    18.6,    10.8,     8.8,     7.2,     6.2,     6.8,-99.9,   13.71,  327.67,    4.78,   13.39,
2015,1996-02-10,18:00,    0.00,     5.3,     9.4,     9.4,     9.4,     6.6,     6.8,-99.9,   12.97,  327.67,    4.78,   13.04,
2015,1996-02-11,00:00,    0.00,    -3.2,     5.3,     6.2,     7.8,     7.1,     7.0,-99.9,   12.84,-99.9,    4.78,   12.73,
2015,1996-02-11,06:00,    0.00,    -4.6,     2.4,     3.9,     5.8,     6.8,     7.0,-99.9,   12.68,-99.9,    4.78,   12.60,
2015,1996-02-11,12:00,    0.00,     6.6,     7.6,     6.5,     5.9,     6.3,     7.1,-99.9,   13.86,-99.9,    4.78,   13.56,
2015,1996-02-11,18:00,    0.00,     0.0,     6.5,     7.3,     7.8,     6.4,     7.1,-99.9,   12.99,-99.9,    4.78,   12.94,
2015,1996-02-12,00:00,    0.00,    -2.1,     3.4,     4.6,     6.2,     6.6,     7.2,-99.9,   12.82,-99.9,    4.78,   12.65,
2015,1996-02-12,06:00,    0.00,    -2.8,     1.9,     3.1,     4.9,     6.2,     7.2,-99.9,   12.68,-99.9,    4.78,   12.57,
2015,1996-02-12,12:00,    0.00,    10.9,     8.0,     6.5,     5.6,     5.8,     7.2,-99.9,   13.43,-99.9,    4.79,   13.42,
2015,1996-02-12,18:00,    0.00,     2.6,     7.6,     7.9,     7.9,     6.0,     7.2,-99.9,   12.99,-99.9,    4.79,   12.98,
2015,1996-02-13,00:00,    0.00,     2.5,     4.5,     5.1,     6.5,     6.4,     7.2,-99.9,   12.83,-99.9,    4.78,   12.68,
2015,1996-02-13,06:00,    0.00,     0.4,     3.9,     4.3,     5.6,     6.2,     7.2,-99.9,   12.68,-99.9,    4.78,   12.60,
2015,1996-02-13,12:00,    0.00,    16.8,    10.4,     8.5,     6.8,     5.9,     7.2,-99.9,   13.51,-99.9,    4.79,   13.37,
