



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:29 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,RHUM.I-1 (pct) ,
2108,2018-01-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,     0.0,     0.8,     8.1,     3.9,    -0.9,    -0.5,     4.7,     7.6,     9.8,-99.9,
2108,2018-01-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.2,     0.0,     0.8,     7.5,     3.3,    -2.2,    -1.8,     3.8,     6.7,     9.6,-99.9,
2108,2018-01-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.2,     0.0,     0.4,     7.7,     4.0,    -2.5,    -2.0,     2.9,     6.0,     9.2,-99.9,
2108,2018-01-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,     0.0,     0.8,     7.6,     3.8,     1.2,     1.1,     3.7,     5.8,     8.8,-99.9,
2108,2018-01-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.9,     0.0,     0.9,     8.0,     4.1,     1.3,     1.4,     4.3,     6.0,     8.6,-99.9,
2108,2018-01-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,     0.0,     0.4,     8.3,     4.3,     2.6,     2.9,     5.0,     6.1,     8.5,-99.9,
2108,2018-01-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.5,     0.0,     0.8,     7.9,     3.0,     6.8,     6.5,     6.2,     6.5,     8.4,-99.9,
2108,2018-01-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.5,     0.0,     0.6,     7.5,     3.0,     4.6,     4.8,     7.2,     7.4,     8.4,-99.9,
2108,2018-01-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.8,     0.0,     0.7,     7.4,     3.5,     5.9,     5.8,     7.1,     7.4,     8.6,-99.9,
2108,2018-01-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.5,     0.0,     0.6,     7.6,     4.0,     9.7,     9.1,     8.2,     7.8,     8.7,-99.9,
