



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:20 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-12 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),SMS.I-1:-60 (pct)  (loam),SMS.I-1:-80 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-12 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-1:-60 (degC) ,STO.I-1:-80 (degC) ,STO.I-2:-2 (degC) ,STO.I-2:-4 (degC) ,STO.I-2:-8 (degC) ,STO.I-2:-12 (degC) ,STO.I-2:-20 (degC) ,STO.I-2:-40 (degC) ,STO.I-2:-60 (degC) ,STO.I-2:-80 (degC) ,RHUM.I-1 (pct) ,
2108,2014-07-24,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.7,-99.9,     8.1,-99.9,    16.4,    15.1,     8.8,     8.7,    27.9,-99.9,    29.9,-99.9,    28.5,    26.6,    24.6,    22.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-25,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.1,-99.9,     6.8,-99.9,    16.2,    15.0,     8.9,     8.8,    28.6,-99.9,    30.7,-99.9,    29.1,    26.8,    24.6,    22.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-26,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.1,-99.9,     5.8,-99.9,    16.3,    14.8,     8.9,     8.8,    29.2,-99.9,    31.2,-99.9,    29.4,    27.0,    24.6,    22.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-27,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.2,-99.9,     5.3,-99.9,    16.7,    15.2,     8.8,     8.8,    30.1,-99.9,    32.0,-99.9,    29.9,    27.3,    24.6,    22.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-28,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-29,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.8,-99.9,     4.5,-99.9,    17.0,    15.3,     8.8,     8.8,    29.7,-99.9,    30.9,-99.9,    29.7,    27.7,    24.8,    22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-30,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.8,-99.9,    12.7,-99.9,    16.5,    15.2,     8.8,     8.9,    24.3,-99.9,    26.3,-99.9,    27.8,    27.7,    24.9,    22.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-07-31,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.7,-99.9,    11.3,-99.9,    16.4,    15.1,     9.0,     9.0,    24.0,-99.9,    26.9,-99.9,    27.4,    27.3,    25.0,    23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.4,-99.9,    10.1,-99.9,    16.5,    15.2,     9.0,     9.0,    25.2,-99.9,    27.3,-99.9,    27.2,    27.0,    25.0,    23.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.9,-99.9,     9.4,-99.9,    16.2,    15.3,     8.9,     9.0,    23.7,-99.9,    25.8,-99.9,    26.3,    26.8,    25.1,    23.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.5,-99.9,     8.6,-99.9,    16.3,    15.4,     8.9,     9.0,    25.6,-99.9,    27.2,-99.9,    26.8,    26.5,    25.1,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.9,-99.9,     7.1,-99.9,    16.5,    15.0,     8.9,     9.0,    26.1,-99.9,    27.8,-99.9,    27.5,    26.4,    25.0,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.1,-99.9,     6.2,-99.9,    16.6,    15.1,     8.9,     9.0,    27.2,-99.9,    28.9,-99.9,    27.7,    26.4,    24.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.3,-99.9,     5.2,-99.9,    16.7,    15.4,     9.0,     9.1,    27.9,-99.9,    29.5,-99.9,    28.1,    26.5,    24.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     3.7,-99.9,     4.7,-99.9,    16.6,    15.4,     9.0,     8.9,    29.5,-99.9,    30.8,-99.9,    28.6,    26.6,    24.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.9,-99.9,     4.6,-99.9,    16.6,    15.3,     9.1,     8.9,    26.1,-99.9,    28.0,-99.9,    28.3,    26.9,    24.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.7,-99.9,     4.3,-99.9,    16.6,    15.1,     9.1,     9.0,    27.2,-99.9,    28.2,-99.9,    27.7,    26.9,    24.9,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.8,-99.9,     4.3,-99.9,    16.7,    15.2,     8.9,     9.1,    24.5,-99.9,    26.7,-99.9,    27.2,    26.9,    24.9,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-11,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    10.6,-99.9,     4.0,-99.9,    16.3,    15.1,     8.8,     8.9,    21.2,-99.9,    24.0,-99.9,    26.2,    26.7,    24.9,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-12,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.5,-99.9,    13.0,-99.9,    16.3,    15.3,     8.8,     9.0,    22.8,-99.9,    24.5,-99.9,    25.5,    26.3,    25.0,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.0,-99.9,    11.4,-99.9,    16.4,    15.0,     9.0,     9.0,    23.5,-99.9,    25.6,-99.9,    25.6,    25.9,    24.9,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-14,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.4,-99.9,    10.2,-99.9,    16.4,    15.1,     8.9,     9.0,    25.0,-99.9,    27.2,-99.9,    26.5,    25.7,    24.8,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-15,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.6,-99.9,     9.4,-99.9,    16.8,    15.1,     8.9,     9.1,    25.9,-99.9,    27.5,-99.9,    27.0,    25.8,    24.8,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-16,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.2,-99.9,     8.6,-99.9,    16.8,    15.4,     8.8,     9.1,    27.4,-99.9,    28.4,-99.9,    27.6,    25.9,    24.7,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-17,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.5,-99.9,     7.5,-99.9,    16.5,    15.2,     9.0,     8.9,    26.0,-99.9,    27.7,-99.9,    27.6,    26.1,    24.7,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-18,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.2,-99.9,     6.5,-99.9,    16.7,    15.2,     9.0,     9.0,    27.3,-99.9,    28.7,-99.9,    27.9,    26.2,    24.7,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-19,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.3,-99.9,     5.6,-99.9,    16.7,    15.1,     8.9,     9.0,    27.8,-99.9,    29.3,-99.9,    28.2,    26.3,    24.7,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-20,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.0,-99.9,     5.0,-99.9,    16.8,    15.3,     9.0,     9.0,    28.6,-99.9,    29.7,-99.9,    28.3,    26.5,    24.7,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-21,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.6,-99.9,     4.7,-99.9,    16.8,    15.0,     8.8,     8.9,    29.5,-99.9,    30.4,-99.9,    28.5,    26.6,    24.8,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-22,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.4,-99.9,     4.4,-99.9,    16.4,    15.2,     8.8,     8.9,    30.3,-99.9,    30.9,-99.9,    28.8,    26.8,    24.8,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-23,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.0,-99.9,     4.3,-99.9,    16.6,    15.3,     9.1,     9.0,    28.7,-99.9,    30.0,-99.9,    29.0,    27.0,    24.8,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-24,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.9,-99.9,     4.2,-99.9,    16.9,    15.4,     9.0,     9.0,    29.3,-99.9,    30.6,-99.9,    28.9,    27.2,    24.9,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-25,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.5,-99.9,     4.1,-99.9,    16.4,    15.0,     8.9,     9.0,    30.0,-99.9,    31.0,-99.9,    29.1,    27.2,    25.0,    23.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-26,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.4,-99.9,     4.1,-99.9,    16.3,    15.3,     8.9,     9.0,    23.7,-99.9,    27.9,-99.9,    28.7,    27.4,    25.1,    23.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-27,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     3.9,-99.9,     3.8,-99.9,    16.2,    15.4,     8.9,     9.0,    24.6,-99.9,    27.1,-99.9,    27.5,    27.3,    25.1,    23.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-28,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.1,-99.9,     4.1,-99.9,    16.5,    15.2,     9.1,     8.9,    23.8,-99.9,    26.8,-99.9,    27.0,    27.0,    25.2,    23.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-29,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.3,-99.9,     3.8,-99.9,    16.4,    15.3,     8.9,     9.0,    25.8,-99.9,    28.2,-99.9,    27.4,    26.8,    25.2,    23.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-30,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     4.4,-99.9,     4.0,-99.9,    16.1,    15.2,     9.1,     8.9,    27.0,-99.9,    28.7,-99.9,    27.7,    26.7,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-08-31,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.9,-99.9,     3.9,-99.9,    16.2,    15.2,     9.0,     9.0,    28.1,-99.9,    29.5,-99.9,    27.9,    26.7,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.9,-99.9,     4.0,-99.9,    16.5,    15.3,     8.9,     8.9,    29.1,-99.9,    29.9,-99.9,    28.3,    26.8,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.8,-99.9,     4.1,-99.9,    16.3,    15.2,     8.9,     9.0,    28.7,-99.9,    30.1,-99.9,    28.6,    26.9,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,-99.9,     4.0,-99.9,    16.2,    15.2,     8.8,     8.8,    30.0,-99.9,    30.2,-99.9,    28.7,    27.0,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.7,-99.9,     3.9,-99.9,    16.2,    15.1,     8.8,     8.9,    29.9,-99.9,    30.5,-99.9,    29.0,    27.2,    25.2,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.9,-99.9,     3.9,-99.9,    16.5,    15.1,     8.7,     8.9,    29.1,-99.9,    29.8,-99.9,    28.9,    27.2,    25.3,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,-99.9,     3.7,-99.9,    16.2,    15.2,     8.9,     8.9,    25.4,-99.9,    27.4,-99.9,    28.1,    27.4,    25.3,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.6,-99.9,     3.5,-99.9,    15.9,    15.2,     9.0,     8.9,    21.0,-99.9,    23.9,-99.9,    26.6,    27.2,    25.3,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.9,-99.9,     3.6,-99.9,    16.0,    15.0,     9.0,     8.9,    21.6,-99.9,    23.8,-99.9,    25.5,    26.8,    25.4,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.5,-99.9,     3.4,-99.9,    16.1,    15.3,     9.0,     8.9,    25.1,-99.9,    26.4,-99.9,    25.8,    26.4,    25.3,    23.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     2.5,-99.9,     3.7,-99.9,    15.9,    15.3,     8.8,     8.9,    27.1,-99.9,    27.7,-99.9,    26.6,    26.1,    25.3,    23.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-11,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     1.8,-99.9,     3.8,-99.9,    15.6,    15.1,     8.6,     8.9,    27.7,-99.9,    28.0,-99.9,    27.1,    26.1,    25.2,    23.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-12,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.0,-99.9,    14.0,-99.9,    16.0,    14.9,     8.9,     8.9,    22.4,-99.9,    24.1,-99.9,    26.4,    26.2,    25.2,    23.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    10.3,-99.9,    13.7,-99.9,    15.6,    15.0,     8.8,     8.9,    15.2,-99.9,    17.9,-99.9,    23.2,    26.0,    25.1,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-14,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.7,-99.9,    12.3,-99.9,    15.2,    15.0,     8.9,     9.0,    17.3,-99.9,    18.8,-99.9,    21.5,    25.2,    25.1,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-15,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.5,-99.9,    11.6,-99.9,    15.6,    14.6,     9.0,     8.9,    18.5,-99.9,    19.5,-99.9,    21.2,    24.3,    24.9,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-16,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.0,-99.9,    11.1,-99.9,    15.4,    14.7,     8.9,     9.0,    19.7,-99.9,    20.5,-99.9,    21.6,    23.7,    24.8,    23.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-17,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.7,-99.9,    10.4,-99.9,    15.2,    14.8,     8.9,     9.0,    19.9,-99.9,    20.6,-99.9,    21.6,    23.4,    24.5,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-18,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.7,-99.9,    10.3,-99.9,    15.4,    14.6,     9.0,     8.8,    20.8,-99.9,    21.7,-99.9,    22.2,    23.2,    24.3,    23.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-19,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.2,-99.9,    10.2,-99.9,    15.6,    14.8,     9.0,     9.0,    20.6,-99.9,    21.6,-99.9,    22.3,    23.1,    24.1,    23.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-20,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     9.0,-99.9,    10.7,-99.9,    15.6,    14.9,     8.8,     9.0,    21.0,-99.9,    21.8,-99.9,    22.4,    23.0,    23.9,    23.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-21,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    13.4,-99.9,    10.1,-99.9,    15.7,    14.8,     8.8,     9.0,    21.9,-99.9,    22.8,-99.9,    22.8,    22.9,    23.7,    23.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-22,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.8,-99.9,    17.2,-99.9,    25.7,    14.8,     9.0,     9.0,    19.8,-99.9,    20.7,-99.9,    21.9,    22.9,    23.6,    23.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-23,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    11.1,-99.9,    15.3,-99.9,    27.5,    14.7,     8.8,     9.0,    19.3,-99.9,    20.2,-99.9,    21.3,    22.7,    23.5,    23.0,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-24,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    10.5,-99.9,    13.3,-99.9,    27.1,    14.7,     8.9,     9.1,    19.4,-99.9,    20.6,-99.9,    21.6,    22.4,    23.4,    22.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2108,2014-09-25,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    10.1,-99.9,    12.8,-99.9,    27.3,    14.7,     8.9,     9.1,    18.9,-99.9,    20.5,-99.9,    21.8,    22.3,    23.2,    22.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
