



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:36 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,RHUM.I-1 (pct) ,
2108,2021-04-05,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.8,     1.1,     3.4,     5.4,     2.5,    17.9,    18.9,    18.9,    15.8,    14.1,-99.9,
2108,2021-04-06,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.4,     0.7,     3.5,     5.5,     2.4,    20.3,    21.0,    20.1,    16.6,    14.4,-99.9,
2108,2021-04-07,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.8,     0.2,     2.9,     5.7,     2.6,    18.1,    19.3,    20.1,    17.2,    14.8,-99.9,
2108,2021-04-08,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.5,     0.1,     3.1,     5.7,     2.8,    16.2,    17.6,    18.9,    17.1,    15.2,-99.9,
2108,2021-04-09,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.4,     0.0,     3.3,     5.6,     2.9,    19.7,    20.4,    19.6,    17.2,    15.4,-99.9,
2108,2021-04-10,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.7,     0.0,     3.7,     5.6,     3.1,    17.1,    19.1,    20.1,    17.7,    15.7,-99.9,
2108,2021-04-11,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.4,     0.0,     3.4,     5.6,     2.4,    16.6,    18.3,    19.6,    17.6,    15.9,-99.9,
2108,2021-04-12,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.1,     0.0,     3.7,     6.0,     2.8,    17.4,    19.1,    19.8,    17.8,    16.1,-99.9,
2108,2021-04-13,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.6,     0.0,     3.2,     5.5,     2.8,    15.6,    17.4,    18.9,    17.7,    16.3,-99.9,
2108,2021-04-14,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.8,     0.0,     3.0,     5.7,     2.4,    16.9,    17.8,    18.5,    17.5,    16.4,-99.9,
2108,2021-04-15,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.4,     0.0,     3.6,     5.3,     3.1,    14.6,    15.3,    16.6,    17.1,    16.4,-99.9,
2108,2021-04-16,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     2.0,     0.0,     3.0,     6.2,     2.4,    12.7,    13.4,    15.0,    16.4,    16.4,-99.9,
2108,2021-04-17,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.4,     0.0,     2.9,     5.7,     2.7,    12.2,    13.6,    15.9,    16.3,    16.2,-99.9,
2108,2021-04-18,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.1,     0.0,     2.7,     5.9,     3.1,    13.6,    14.3,    15.6,    16.0,    16.1,-99.9,
2108,2021-04-19,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.8,     0.0,     2.9,     6.0,     2.8,    12.0,    14.0,    16.3,    16.1,    15.9,-99.9,
2108,2021-04-20,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.9,     0.0,     2.7,     5.8,     2.3,    15.4,    16.7,    17.5,    16.2,    15.9,-99.9,
2108,2021-04-21,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.0,     0.0,     2.4,     5.5,     2.5,    12.3,    14.3,    16.5,    16.2,    15.9,-99.9,
2108,2021-04-22,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.3,     0.0,     3.1,     5.2,     3.2,    12.6,    14.4,    16.3,    16.1,    15.9,-99.9,
2108,2021-04-23,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.1,     0.0,     3.4,     5.4,     2.8,    16.7,    18.0,    17.7,    16.2,    15.8,-99.9,
2108,2021-04-24,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.3,     0.0,     3.4,     5.4,     2.8,    16.0,    17.6,    18.2,    16.8,    15.9,-99.9,
2108,2021-04-25,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.6,     0.0,     3.5,     5.7,     3.0,    18.2,    19.5,    19.7,    17.2,    16.0,-99.9,
2108,2021-04-26,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.6,     0.0,     2.9,     5.5,     2.8,    20.6,    21.7,    21.1,    17.8,    16.2,-99.9,
2108,2021-04-27,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.7,     0.0,     3.4,     5.7,     3.1,    17.8,    19.3,    20.5,    18.2,    16.5,-99.9,
2108,2021-04-28,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     1.8,     0.0,     3.1,     5.6,     2.9,    20.9,    21.5,    20.7,    18.3,    16.8,-99.9,
2108,2021-04-29,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     0.4,     0.0,     3.1,     5.6,     3.0,    12.5,    14.0,    18.0,    18.3,    17.0,-99.9,
2108,2021-04-30,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.5,     3.9,     2.6,     6.0,     3.3,    12.0,    12.4,    14.9,    16.9,    17.0,-99.9,
2108,2021-05-01,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.5,     4.2,     2.5,     5.3,     2.8,    14.5,    14.9,    16.8,    16.8,    16.8,-99.9,
2108,2021-05-02,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.4,     4.3,     2.9,     5.6,     2.8,    18.9,    19.1,    20.4,    17.6,    16.7,-99.9,
2108,2021-05-03,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.4,     4.3,     3.2,     5.6,     2.9,    19.7,    20.1,    21.5,    18.5,    16.8,-99.9,
2108,2021-05-04,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     8.5,     5.3,     2.6,     5.3,     2.7,    11.3,    12.0,    17.1,    18.4,    17.1,-99.9,
2108,2021-05-05,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.8,     4.6,     3.0,     5.8,     2.9,    14.6,    14.7,    17.7,    17.5,    17.2,-99.9,
2108,2021-05-06,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     7.5,     4.6,     3.0,     5.3,     2.7,    20.1,    20.1,    21.3,    18.3,    17.1,-99.9,
2108,2021-05-07,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.9,     4.5,     3.8,     5.9,     2.6,    21.8,    22.0,    22.9,    19.3,    17.2,-99.9,
2108,2021-05-08,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.8,     4.2,     3.9,     5.9,     2.7,    18.0,    18.7,    21.8,    20.0,    17.6,-99.9,
2108,2021-05-09,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.5,     3.9,     3.2,     5.5,     2.8,    20.2,    20.8,    22.5,    20.1,    17.9,-99.9,
2108,2021-05-10,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.3,     4.0,     3.6,     5.8,     2.5,    21.8,    22.2,    23.5,    20.5,    18.2,-99.9,
2108,2021-05-11,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.1,     3.7,     3.8,     5.8,     3.0,    20.2,    20.5,    22.4,    20.6,    18.4,-99.9,
2108,2021-05-12,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     5.8,     2.9,     3.1,     5.7,     3.3,    17.1,    17.4,    19.6,    20.0,    18.7,-99.9,
2108,2021-05-13,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.5,     3.5,     3.7,     5.8,     3.0,    19.5,    19.9,    21.4,    20.0,    18.6,-99.9,
2108,2021-05-14,,-99.9,-99.9,-99.9,-99.9,-99.9,   0.000,     6.1,     3.2,     3.8,     5.6,     3.0,    20.9,    21.2,    22.4,    20.3,    18.7,-99.9,
