



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:31 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,RHUM.I-1 (pct) ,
2108,2019-01-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.7,     4.3,     6.4,     5.4,     2.8,     1.2,     1.4,     2.6,     5.1,     8.0,-99.9,
2108,2019-01-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.0,     1.3,     6.5,     4.6,     2.5,     0.0,     0.0,     1.7,     4.4,     7.7,-99.9,
2108,2019-01-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.1,     3.3,     6.8,     4.0,     2.9,    -0.1,     0.1,     1.4,     4.1,     7.4,-99.9,
2108,2019-01-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.4,     4.1,     6.9,     3.8,     3.0,     0.4,     0.6,     1.3,     4.0,     7.1,-99.9,
2108,2019-01-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.4,     4.3,     6.6,     4.9,     2.2,     1.0,     1.2,     2.2,     4.3,     6.9,-99.9,
2108,2019-01-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.8,     4.4,     6.6,     5.3,     2.4,     3.0,     3.2,     4.0,     4.9,     6.7,-99.9,
2108,2019-01-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.4,     4.3,     6.6,     5.2,     3.3,     7.3,     7.3,     6.9,     5.9,     6.8,-99.9,
2108,2019-01-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.5,     3.3,     6.4,     4.9,     3.0,     5.3,     5.4,     6.3,     6.5,     7.0,-99.9,
2108,2019-01-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.8,     3.0,     6.4,     4.0,     2.9,     4.5,     4.7,     5.7,     6.5,     7.3,-99.9,
2108,2019-01-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.6,     4.0,     6.4,     5.4,     2.6,     5.7,     5.9,     6.3,     6.5,     7.4,-99.9,
2108,2019-01-11,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.9,     3.5,     6.6,     4.5,     2.6,     7.7,     7.7,     7.1,     6.9,     7.5,-99.9,
2108,2019-01-12,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.5,     4.0,     6.5,     4.7,     2.4,     6.0,     6.1,     6.9,     7.3,     7.7,-99.9,
2108,2019-01-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.9,     3.5,     6.3,     4.6,     3.3,     3.4,     3.9,     6.0,     7.2,     7.9,-99.9,
2108,2019-01-14,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.3,     2.4,     6.1,     4.8,     3.0,     4.7,     4.8,     5.7,     6.6,     7.9,-99.9,
2108,2019-01-15,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.5,     2.4,     6.1,     4.7,     3.1,     5.5,     5.6,     6.3,     6.9,     7.9,-99.9,
2108,2019-01-16,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.2,     3.3,     5.9,     4.7,     3.0,     4.8,     5.1,     6.6,     7.3,     7.9,-99.9,
2108,2019-01-17,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.3,     2.0,     5.8,     5.2,     2.7,     6.5,     6.7,     7.7,     7.6,     8.0,-99.9,
2108,2019-01-18,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.6,     2.9,     6.0,     5.4,     2.1,     6.8,     7.1,     8.0,     8.0,     8.1,-99.9,
2108,2019-01-19,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.1,     2.3,     5.7,     4.7,     3.2,     5.3,     5.8,     7.7,     8.0,     8.3,-99.9,
2108,2019-01-20,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.8,     2.2,     5.4,     4.7,     3.2,     2.9,     3.6,     6.1,     7.7,     8.4,-99.9,
2108,2019-01-21,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.7,     2.5,     5.1,     4.1,     2.6,     4.9,     5.4,     6.6,     7.4,     8.4,-99.9,
2108,2019-01-22,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.6,     3.3,     5.1,     5.6,     2.5,     9.3,     9.3,     8.5,     7.9,     8.4,-99.9,
2108,2019-01-23,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.9,     3.0,     5.2,     4.3,     2.6,     2.0,     2.8,     6.0,     7.9,     8.5,-99.9,
2108,2019-01-24,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.8,     3.0,     4.7,     4.8,     2.9,     1.6,     2.3,     4.7,     6.9,     8.5,-99.9,
2108,2019-01-25,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.6,     2.0,     4.8,     4.6,     2.4,     1.6,     2.4,     4.9,     6.7,     8.3,-99.9,
2108,2019-01-26,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.8,     1.6,     4.6,     5.0,     2.3,     1.8,     2.6,     4.7,     6.4,     8.1,-99.9,
2108,2019-01-27,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.7,     2.3,     4.5,     4.2,     2.9,     1.9,     2.6,     4.7,     6.2,     8.0,-99.9,
2108,2019-01-28,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.0,     1.8,     4.7,     5.5,     2.9,     4.6,     4.9,     5.6,     6.3,     7.8,-99.9,
2108,2019-01-29,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     5.5,     2.8,     4.8,     4.0,     3.1,     3.7,     4.2,     5.8,     6.7,     7.8,-99.9,
