



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:45 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,RHUM.I-1 (pct) ,
2108,2025-01-01,,    5.66,    -1.5,     9.0,    -3.7,     2.9,   0.000,     6.2,     4.8,     7.5,    11.5,     3.4,     5.0,     5.8,     8.0,     9.9,    10.5,      62,
2108,2025-01-02,,    5.66,    -1.6,     7.5,    -5.1,    -0.2,   0.000,     5.8,     5.0,     7.5,    11.5,     3.5,     3.2,     4.0,     6.5,     9.0,    10.4,      84,
2108,2025-01-03,,    5.66,     4.5,    18.5,    -2.6,     7.4,   0.000,     5.9,     4.9,     7.4,    11.5,     3.3,     5.3,     5.9,     7.3,     8.8,    10.2,      37,
2108,2025-01-04,,    5.66,     7.1,    17.3,    -2.1,     7.1,   0.000,     6.0,     5.2,     7.5,    11.4,     3.5,     6.7,     7.1,     7.9,     9.0,    10.0,      56,
2108,2025-01-05,,    5.66,     7.8,    19.8,     3.7,    12.2,   0.000,     6.2,     5.1,     7.6,    11.4,     3.1,     8.5,     8.8,     8.9,     9.2,     9.9,      19,
2108,2025-01-06,,    5.66,    -7.9,     7.8,    -8.4,     1.5,   0.000,     5.8,     4.6,     7.3,    11.1,     3.3,     3.1,     4.2,     7.0,     9.1,     9.9,      73,
2108,2025-01-07,,    5.66,    -3.1,     4.5,   -11.1,    -2.4,   0.000,     5.7,     4.7,     7.1,    11.1,     3.4,     3.3,     3.9,     5.7,     8.1,     9.8,      60,
2108,2025-01-08,,    5.66,    -3.2,     2.3,    -7.5,    -2.3,   0.000,     5.7,     4.8,     7.1,    11.1,     3.5,     3.1,     3.7,     5.2,     7.6,     9.6,      52,
2108,2025-01-09,,    5.66,    -3.7,    -0.2,    -6.1,    -3.8,   0.000,     5.7,     4.5,     7.0,    10.8,     3.2,     2.3,     2.8,     4.7,     7.3,     9.3,      73,
2108,2025-01-10,,    5.88,    -4.9,    -1.1,    -5.0,    -3.4,   0.220,     5.6,     4.5,     7.0,    10.8,     3.3,     2.0,     2.3,     3.7,     6.6,     9.0,      81,
2108,2025-01-11,,    5.88,    -3.7,    -1.1,   -10.2,    -5.2,   0.000,     8.2,     4.2,     6.9,    10.6,     3.4,     0.8,     1.4,     3.0,     6.1,     8.6,      68,
2108,2025-01-12,,    5.88,    -1.2,     8.4,    -5.3,     0.6,   0.000,     9.8,     4.3,     6.9,    10.6,     3.3,     1.4,     1.8,     3.3,     6.1,     8.3,      89,
2108,2025-01-13,,    5.88,    -0.5,     4.6,    -3.1,     0.4,   0.000,     9.1,     4.7,     6.8,    10.5,     3.2,     1.3,     1.7,     3.3,     6.0,     8.0,      70,
2108,2025-01-14,,    5.88,    -2.8,     5.8,    -5.0,    -0.3,   0.000,     8.5,     4.2,     6.9,    10.6,     3.5,     1.2,     1.6,     3.4,     5.9,     7.7,      79,
2108,2025-01-15,,    5.88,     0.2,     8.6,    -6.0,     1.4,   0.000,     8.4,     4.7,     6.9,    10.7,     3.4,     3.1,     3.4,     4.3,     6.0,     7.5,      73,
