



New Mexico (MST) SCAN Site Willow Wells - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Oct 16 10:30:34 GMT-08:00 2025. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,RHUM.I-1 (pct) ,
2108,2020-01-01,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.4,     4.0,     7.7,    11.1,     3.6,     1.4,     1.8,     3.9,     6.1,     8.7,-99.9,
2108,2020-01-02,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.9,     3.7,     7.9,    10.2,     3.3,     3.5,     3.8,     5.0,     6.2,     8.4,-99.9,
2108,2020-01-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.3,     4.4,     7.7,    11.0,     4.5,     4.6,     4.8,     5.8,     6.6,     8.2,-99.9,
2108,2020-01-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.8,     3.8,     7.8,    10.1,     3.9,     2.1,     2.6,     5.2,     6.8,     8.2,-99.9,
2108,2020-01-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.7,     3.1,     7.6,    10.1,     4.3,     3.6,     4.1,     5.7,     6.8,     8.2,-99.9,
2108,2020-01-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.2,     3.1,     7.6,    10.7,     4.5,     3.3,     3.8,     6.0,     7.0,     8.2,-99.9,
2108,2020-01-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.2,     2.5,     7.8,    10.7,     3.9,     1.7,     2.4,     5.3,     6.9,     8.2,-99.9,
2108,2020-01-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     6.6,     2.8,     7.8,    11.1,     3.6,     1.9,     2.5,     4.8,     6.5,     8.2,-99.9,
2108,2020-01-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     7.5,     3.7,     7.6,    10.7,     4.1,     6.0,     6.3,     6.1,     6.5,     8.1,-99.9,
2108,2020-01-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,     8.0,     3.1,     7.4,    10.6,     4.3,     6.8,     7.1,     7.3,     7.1,     8.0,-99.9,
